osm_id,name,highway,waterway,aerialway,barrier,man_made,other_tags,20mph,Order,Area,Year,LENGTH_GEO,START_X,START_Y,MID_X,MID_Y,END_X,END_Y,CENTROID_X,CENTROID_Y,INSIDE_X,INSIDE_Y,PART_COUNT,PNT_COUNT,BEARING,EXT_MIN_X,EXT_MIN_Y,EXT_MAX_X,EXT_MAX_Y
13859451,Finsbay Street,residential,,,,,,YES,S1,Meiklewood,2011,173.06479391000,253947.46058600000,664949.74131199997,253931.95465000000,664864.72366300004,253913.10868899999,664780.28131500003,253931.46245900000,664864.82427500002,253931.94567300001,664864.67881600000,1.00000000000,4.00000000000,191.45936849500,253913.10868899999,664780.28131500003,253947.46058600000,664949.74131199997
13859452,Inverness Street,residential,,,,,,YES,S1,Meiklewood,2011,367.40201161600,253589.45317600001,664983.93895300000,253754.27993700001,664910.27187599998,253931.39275000000,664861.91660999996,253755.71361800001,664914.32680899999,253757.34014200000,664909.56583600002,1.00000000000,8.00000000000,109.63912049000,253589.45317600001,664861.91660999996,253931.39275000000,664983.93895300000
13859453,Kincraig Street,residential,,,,,,YES,S1,Meiklewood,2011,195.11927963000,253816.17854399999,664983.86419400002,253791.09091699999,664889.63821899996,253770.98436300000,664794.57835900004,253792.97917100001,664889.27294000005,253791.10089400000,664889.69091500004,1.00000000000,6.00000000000,193.42862162000,253770.98436300000,664794.57835900004,253816.17854399999,664983.86419400002
13859454,Duthil Street,residential,,,,,,YES,S1,Meiklewood,2011,179.81575382900,253861.69450300001,664883.54744600004,253849.82691700000,664796.46862299996,253770.98436300000,664794.57835900004,253834.91657599999,664814.19824399997,253851.18014000001,664833.54231100006,1.00000000000,7.00000000000,225.55516646900,253770.98436300000,664780.81044499995,253861.69450300001,664883.54744600004
13859455,Montgarrie Street,residential,,,,,,YES,S1,Meiklewood,2011,251.89251944200,253554.56600200001,664937.63832100003,253576.37863200001,664854.24999699998,253694.60758200000,664815.84707300004,253588.32863300000,664863.76773099997,253583.37364400001,664848.32167199999,1.00000000000,17.00000000000,131.01280523900,253520.31376300001,664815.84707300004,253694.60758200000,664937.63832100003
13859456,Hillbrae Street,residential,,,,,"""not:name""=>""Hillbare Street""",YES,S1,Meiklewood,2011,114.34643627400,253674.28853799999,664936.29777800001,253647.33523500001,664886.10557000001,253632.20306599999,664831.03148300003,253650.40198800000,664884.81926200003,253647.46046999999,664886.37307700003,1.00000000000,7.00000000000,201.79153356600,253632.20306599999,664831.03148300003,253674.28853799999,664936.29777800001
13859457,Cairnban Street,residential,,,,,,YES,S1,Meiklewood,2011,107.42484624200,253724.80881600000,664917.07134799997,253702.66150600000,664869.20315700001,253687.04448499999,664818.02941700001,253705.06407200001,664867.97324399999,253702.84139900000,664869.48939200002,1.00000000000,8.00000000000,200.87166807900,253687.04448499999,664818.02941700001,253724.80881600000,664917.07134799997
14593584,Commercial Road,residential,,,,,,YES,S1,Gorbals,2011,173.17716184000,259437.86620799999,664089.85323600005,259478.73708300001,664166.17366400000,259519.20270400000,664242.70960199996,259478.64472000001,664166.22278299998,259478.73676999999,664166.17307799996,1.00000000000,6.00000000000,28.01791726770,259437.86620799999,664089.85323600005,259519.20270400000,664242.70960199996
14593585,Waddell Street,unclassified,,,,,,YES,S1,Gorbals,2011,148.13044999000,259706.85611399999,664091.80217899999,259665.12076399999,664030.62951899995,259623.38024400000,663969.46038499998,259665.11942000000,664030.63043599995,259665.12076399999,664030.62951899995,1.00000000000,4.00000000000,214.30637771400,259623.38024400000,663969.46038499998,259706.85611399999,664091.80217899999
14594217,Tobago Place,residential,,,,,"""lanes""=>""2"",""lit""=>""yes"",""maxspeed""=>""20 mph""",YES,NE1,Calton,2011,130.17017362200,260421.10722999999,664477.56395900005,260476.66277000000,664467.10252900003,260430.27660799999,664500.44437200006,260454.96807700000,664476.59852600005,260454.94047700000,664489.56193400000,1.00000000000,6.00000000000,21.83855857690,260421.10722999999,664457.89413599996,260479.60260000001,664500.44437200006
